0_topic,1_topic,2_topic,3_topic,4_topic,5_topic,6_topic,7_topic,8_topic,9_topic,10_topic,11_topic,12_topic,13_topic,14_topic,15_topic,16_topic,17_topic,18_topic,19_topic
0.0006849315070707381,0.014566696152721045,0.00068493151092429,0.0006849315088150465,0.08412578180420742,0.7436641525872584,0.0006849315068495936,0.000684931507269965,0.0006849315275825011,0.0006849315208111622,0.031034216921032427,0.0006849315077163327,0.0006849315193788524,0.0006849315348879617,0.0006849315523998597,0.000684931513081936,0.04874910698495494,0.0006849315086996272,0.0682710043156313,0.0006849315087066791
0.00015243902708047855,0.0001524390263277307,0.01670091780385337,0.00015243902531383513,0.00015243902550688595,0.00015243902571272157,0.0032012194643400407,0.00015243902511946668,0.00015243902656686964,0.00015243902498883406,0.00015243902837707826,0.00015243902454071298,0.00015243902546605711,0.00015243902553717256,0.0001524390265239305,0.00015243902530728018,0.0001524390252267601,0.9775063992942192,0.0001524390254646616,0.0001524390245269212
0.0016129032334884499,0.0016129032536820963,0.0016129032607932912,0.001612903235061812,0.8508026819930795,0.0016129032515141048,0.0016129032258067767,0.0016129032316945441,0.0016129036871387762,0.0016129032410720384,0.0016129032375449778,0.0016129032258067767,0.0016129032353943014,0.0016129032413323464,0.12016505929416997,0.0016129032293765123,0.0016129032278495421,0.0016129032301862541,0.0016129032343042287,0.0016129032307037312
0.0006849315069900608,0.0006849315070715955,0.9869863013404901,0.0006849315091384377,0.0006849315132046437,0.0006849315111010542,0.0006849315068494031,0.0006849315070655638,0.0006849315084885988,0.0006849315093034745,0.0006849315074162433,0.000684931507019067,0.0006849315087171556,0.0006849315106453256,0.0006849315083589834,0.0006849315071914367,0.0006849315073161618,0.0006849315076257722,0.0006849315081330892,0.0006849315078737098
0.0005681818181954108,0.0303153415314086,0.0005681818234236723,0.0005681818204747209,0.018374944313923346,0.0005681818225220177,0.0005681818181819563,0.0005681818183906248,0.0005681818291555334,0.0005681818212861357,0.015189041257808154,0.0005681818187701991,0.0005681818212215823,0.9270297637124997,0.0005681818312369387,0.0005681818192850044,0.0005681818202787154,0.0005681818202447988,0.0005681818197377331,0.0005681818619551678
0.0020000000016168027,0.0020000000220923016,0.0020000000037440585,0.002000000000393266,0.002000000037940787,0.002000000015067104,0.0020000000000002806,0.0020000000005572244,0.5094758348406563,0.11000714017497648,0.08212257355475425,0.26639445126587685,0.0020000000038095274,0.0020000000112818483,0.0020000000042659925,0.0020000000025432833,0.002000000055768482,0.0020000000021334736,0.0020000000025212827,0.0020000000000002806
0.0016129032258071086,0.0016129032429164285,0.0016129032258117885,0.0016129032259553835,0.0016129032276840389,0.0016129032266815426,0.0016129032258071089,0.001612903271407217,0.7790449567290665,0.09050869168614045,0.0016129032330377197,0.0016129032259788038,0.0016129032286912076,0.0016129032344119497,0.0016129032263376595,0.0016129032270960945,0.0016129032349809014,0.10302699664634744,0.001612903230033587,0.0016129032258071089
0.0014705882377166538,0.0014705882477913505,0.0014705883117004115,0.0014705882449966854,0.0014705882477210786,0.0014705882437090242,0.0014705882352947534,0.0014705882357991568,0.6786506351376093,0.0014705882637312212,0.00147058824749985,0.0014705882356248665,0.0014705882583501834,0.0014705882413828207,0.0014705882393737638,0.0014705882783162861,0.0014705882466487079,0.0014705882448838863,0.2948787763655001,0.001470588236350023
0.0016129032305059203,0.0016129032498559855,0.6098061529606067,0.001612903230371909,0.0016129032341639317,0.0016129032431218603,0.001612903225807393,0.0016129032290350444,0.17634835167608306,0.0684400395326377,0.0016129032304123842,0.0016129032296486844,0.001612903233752841,0.0016129032382509582,0.0016129032354384137,0.001612903228070532,0.0016129032283473802,0.0016129032297249382,0.11959900410835708,0.001612903225807393
0.0005617977532859266,0.0005617977548022597,0.000561797755197988,0.0005617977536967047,0.0005617977556808653,0.9893258426372286,0.0005617977528090149,0.0005617977530971146,0.0005617977568235606,0.0005617977560159448,0.0005617977556419321,0.0005617977539599868,0.0005617977544612408,0.0005617977557597205,0.0005617977836848919,0.0005617977539659106,0.0005617977531488718,0.0005617977535935388,0.0005617977543366624,0.0005617977528090149
0.007142857142859711,0.007142857148811494,0.007142857174223844,0.007142857149355999,0.007142857223575922,0.007142857163149155,0.007142857142859712,0.007142857142859712,0.007142857322646343,0.007142857198128957,0.4998733061820605,0.00714285722657472,0.16292780526989623,0.007142857151484147,0.2157703165985875,0.007142857154403025,0.007142857155942619,0.007142857161007017,0.007142857148713631,0.007142857142859712
0.18003011319863224,0.00312500001793044,0.0031250000121889514,0.0031250000023418613,0.003125000076291748,0.003125000016092307,0.003125000013941724,0.0031250000000003684,0.003125000033228203,0.34622923763912583,0.42061564884097724,0.003125000103030029,0.0031250000067368495,0.003125000010674792,0.003125000011563511,0.003125000002320526,0.0031250000082487786,0.0031250000028947636,0.003125000002323219,0.0031250000014566566
0.00833333338554878,0.008333333333334355,0.008333333366479465,0.008333333365309488,0.4103199634001708,0.008333333342167374,0.1750000000485566,0.008333333333334355,0.008333333470082622,0.00833333348850767,0.008333333441858043,0.008333333375693782,0.00833333342816116,0.008333333337215127,0.2730133691474739,0.008333333343587764,0.008333333350141936,0.008333333352164024,0.008333333356878357,0.008333333333334355
0.001515151525554555,0.0015151516325359134,0.0015151515440021961,0.0015151515510137426,0.0015151515277047065,0.0015151515155263483,0.0015151515151520085,0.0015151515206248023,0.0015151515687519114,0.0015151515781255405,0.5919167477861562,0.0015151515160726915,0.001515151535505592,0.0015151515614667706,0.0015151515155511646,0.0015151515163947047,0.3808105244788344,0.0015151515316917654,0.001515151563889209,0.0015151515154456772
0.002173913061382093,0.0021739130490282146,0.002173913045481281,0.0021739130443385597,0.05047610623691491,0.002173913056785953,0.0021739130434790485,0.0021739130464176067,0.7307204580754261,0.0021739130530563254,0.11143414006078554,0.0021739130482869816,0.0021739130526417633,0.07258668679193103,0.0021739130671822255,0.0021739130752436863,0.0021739130551558655,0.002173913044057826,0.0021739130489257887,0.0021739130434790485
0.0015625000000345558,0.001562500017776081,0.0015625000123956382,0.0015625000024208368,0.0015625000149835822,0.0015625000021793395,0.0015625000000001664,0.001562500000404291,0.0015625000424717402,0.07314889973053608,0.8987261001298245,0.001562500004213249,0.0015625000031405092,0.0015625000019164862,0.0015625000135071443,0.0015625000076158297,0.0015625000143236934,0.0015625000007648234,0.0015625000012030102,0.001562500000288462
0.0007692307719497488,0.0007692307807110191,0.0007692307803894352,0.0007692307733329707,0.000769230773715818,0.0007692307746827546,0.0007692307692310211,0.0007692307711727974,0.619881584817534,0.0007692307974615033,0.11652926292317353,0.000769230781066375,0.0007692307715798239,0.0007692307770132503,0.0007692307729173544,0.0007692307714324301,0.25051222907653714,0.0007692307717316527,0.000769230775021263,0.0007692307693458676
0.0007936507936509278,0.0007936507965444054,0.0007936508117302407,0.0007936507985658445,0.0007936507968061687,0.0007936507995955843,0.0007936507936509278,0.0007936508218970894,0.0007936508057123743,0.0007936507946613928,0.0007936507963245072,0.017186548178232952,0.9685277373979502,0.0007936507952104497,0.0007936507939011597,0.0007936507965595653,0.0007936508380254631,0.0007936507949079431,0.00079365080242188,0.0007936507936509278
0.0033333333367322098,0.0033333333472411694,0.6376977922020262,0.003333333349181787,0.0033333334171200013,0.00333333334172258,0.0033333333333342976,0.0033333333865369955,0.003333333411119773,0.0033333335307513213,0.003333333380657743,0.0033333333596913587,0.0033333333444362794,0.0033333333978002007,0.0033333333635077404,0.23209126311297312,0.07354427735642004,0.0033333333372123964,0.003333333358200541,0.003333333333334297
0.3231229590560989,0.0020833333380583883,0.0020833333571217178,0.0020833333386150814,0.14766015083889908,0.002083333337081074,0.0020833333333339678,0.0020833333333339673,0.334117576128959,0.0020833333456782613,0.0020833333565913274,0.0020833333436532206,0.0020833333384873962,0.002083333352735211,0.0020833333552997403,0.00208333334712434,0.0020833333813237635,0.0020833333383940837,0.16176598038574652,0.0020833333934648364
0.0020833333344881834,0.1420878650893822,0.27900310479277085,0.0020833333527835777,0.23270748058040605,0.0020833333798418894,0.0020833333333338776,0.002083333358229191,0.002083333375342101,0.0020833333406104996,0.0020833333925316558,0.0020833333451094043,0.31286821584716057,0.0020833333831654635,0.002083333349982203,0.002083333352742126,0.0020833333431080655,0.002083333341765266,0.0020833333739129598,0.002083333333333877
0.0021739130559918786,0.002173913060104231,0.0021739130495185936,0.002173913046333671,0.0021739130621000404,0.05251820881788313,0.03391303977957692,0.002173913049900276,0.6667380220913729,0.002173913047002921,0.00217391305545026,0.0021739130572748016,0.0021739130483629113,0.0021739130544907374,0.0021739130522051473,0.0021739130453070914,0.21204812047975818,0.002173913048809458,0.0021739130550777674,0.0021739130434789405
0.038012828456458876,0.0016129032291097533,0.001612903247302674,0.0016129032286246736,0.06680154232485609,0.0016129032571965294,0.0016129032258074877,0.0016129032258074877,0.4611995637634487,0.0016129032300198447,0.1486744609323472,0.0016129032335636037,0.0016129032536008694,0.12946022683767533,0.0016129032346960865,0.001612903230873543,0.13327073239296228,0.001612903229737494,0.00161290324010393,0.0016129032258074877
0.003846153846154082,0.0038461538622252215,0.003846153920909548,0.0038461539415695746,0.0038461538636794528,0.0038461538487854063,0.0038461538554882073,0.003846153846154082,0.0038461538843351747,0.003846153866798444,0.9269230762369584,0.003846153846154082,0.003846153966107994,0.0038461538470088083,0.003846153856259998,0.0038461538471415055,0.0038461538715171585,0.003846154098576922,0.003846153846154082,0.0038461538480218907
0.002272727327577691,0.0022727273686882414,0.11648600322219795,0.0022727272727277935,0.0022727272746115926,0.002272727280772988,0.002272727272727794,0.09318179579203156,0.0022727273876435336,0.3361481407618669,0.0022727273449392733,0.32638466724285004,0.0022727273182182916,0.002272727315582581,0.09370848327544472,0.002272727291009246,0.002272727400205927,0.0022727272727277935,0.002272727305448178,0.0022727272727277935
0.005000000000000861,0.005000000031443178,0.005000000003747554,0.005000000003656433,0.005000000116114962,0.005000000028772707,0.005000000000000861,0.005000000003692759,0.2788210992972758,0.005000000029636152,0.6311789002146406,0.005000000019474029,0.005000000035251706,0.005000000015484729,0.0050000000318376776,0.00500000002102494,0.005000000137257141,0.005000000001648491,0.0050000000090384316,0.005000000000000861
0.0017857142857150333,0.0017857142890917025,0.0017857142991183391,0.0017857142913093183,0.001785714306495211,0.0017857143154569588,0.0017857142857150335,0.0017857142928708507,0.573106249354927,0.20807158526543718,0.0017857143375639905,0.0017857142874323489,0.0017857142941941663,0.0017857143023236766,0.13908687262418284,0.05116386399532027,0.001785714294365374,0.001785714286925183,0.0017857142966678835,0.0017857142948876404
0.004166666666668212,0.004166666697159883,0.004166666809762393,0.004166666674375818,0.004166666686951692,0.004166666671534686,0.004166666666668212,0.004166666666668212,0.6143831606170507,0.004166666719923334,0.004166666907131873,0.004166666679302482,0.004166666683083272,0.08804303191973013,0.2267404735202451,0.004166666669251852,0.004166666723452922,0.004166666679369891,0.004166666670207353,0.004166666671461948
0.0015625000001785814,0.0015625000556157022,0.0015625000234964913,0.0015625000043798716,0.0015625000152400188,0.0015625000155623063,0.0015625000000006166,0.0015625000028377939,0.6164242498892611,0.0015625000433005876,0.0015625000041545691,0.0015625000035787103,0.001562500010749119,0.3554507498469676,0.001562500025711908,0.0015625000331719212,0.0015625000090960745,0.0015625000058630055,0.00156250001083328,0.0015625000000006166
0.0014285714292930013,0.0014285714285719188,0.0014285714381258425,0.0014285714313584344,0.038957511896565655,0.0014285714306983245,0.025408931703846588,0.03604565607155048,0.7169459710731453,0.16121335770154357,0.0014285714373991848,0.0014285714304282928,0.001428571432156943,0.0014285714391040441,0.0014285714306089712,0.0014285714467657923,0.0014285714321990613,0.00142857148802848,0.0014285714300383292,0.0014285714285719188
0.00161290323172395,0.06418632699035608,0.1525095820637468,0.0016129032977363104,0.1617666254577945,0.0016129032828329597,0.001612903225807715,0.001612903239234272,0.33322061213451565,0.05778545526891771,0.0016129032445258316,0.0016129032357365134,0.001612903273397785,0.04263434657498959,0.001612903255770875,0.0016129032588750958,0.16692930923766272,0.0016129032420899906,0.0016129032584780724,0.0016129032258077147
0.0017241379332615827,0.001724137968663715,0.0017241379501038493,0.0017241379359513448,0.0017241379458475324,0.0017241379462854304,0.0017241379310350762,0.0017241379417580452,0.5006841995969793,0.0017241379468296869,0.001724137950199837,0.00172413794661832,0.28310338497848236,0.0017241379353246733,0.0017241379599822317,0.0017241379333234612,0.18690207038492132,0.0017241379322436876,0.0017241379511534645,0.001724137931035076
0.0019230769282106203,0.04395648098068617,0.0019230769986607324,0.001923076931818914,0.060444611832646385,0.08774903524936206,0.0019230769230786941,0.0019230769326423688,0.38929803088491655,0.0019230769250193345,0.1702102969648577,0.0019230769282059205,0.0019230769355087737,0.0019230769360087856,0.04180570959459961,0.0019230769329491447,0.0019230769667486992,0.0019230770029442274,0.18153583422805664,0.0019230769230786937
0.002941176471332099,0.0029411764915105994,0.002941176479061465,0.002941176481554435,0.0029411764762741354,0.002941176491617952,0.06176410670413078,0.0029411764762918226,0.7935875535167648,0.0029411764774332225,0.0029411764825237417,0.0029411764789843697,0.002941176484452881,0.09464833958966973,0.0029411764778187804,0.002941176504419017,0.0029411764914514154,0.002941176473318341,0.0029411764798864043,0.002941176471504019
0.0018518518523159854,0.0018518518595282605,0.0018518518754746768,0.0018518518766324939,0.0018518518871762665,0.12288027174859573,0.0018518518734349327,0.0018518518635164286,0.35398155758566413,0.001851851858157437,0.10680240014428165,0.0390557969394713,0.001851851864983883,0.0018518518676454354,0.0018518518734640355,0.3092465055450091,0.042107541894871224,0.0018518518710100957,0.0018518518669144218,0.001851851851852631
0.005555555555560894,0.005555555555560894,0.0055555555872871636,0.005555555572924558,0.005555555593927002,0.11695258542595703,0.005555555555560896,0.005555555555560896,0.7830474140849253,0.0055555556877062715,0.005555555640630089,0.005555555555560895,0.005555555588905787,0.005555555586238308,0.005555555587460566,0.005555555558686567,0.005555555616651104,0.005555555555560894,0.005555555579773767,0.005555555555560895
0.002272727313648099,0.002272727292178582,0.00227272727696922,0.0022727272749479867,0.002272727284192286,0.0022727272840683413,0.18409090918065826,0.050998635641473666,0.0022727273165818102,0.0022727272815396835,0.6804481427441686,0.048098675890465556,0.0022727272760745985,0.0022727272755733853,0.0022727272829818237,0.0022727272778804396,0.0022727272870717427,0.002272727273490264,0.002272727273308279,0.002272727272727471
0.0005208333342964503,0.0005208333339066009,0.0005208333354410706,0.0005208333345506999,0.0005208333362068516,0.0005208333378221757,0.0005208333333333575,0.0005208333335011215,0.0005208333362914537,0.0005208333340295265,0.0005208333346119455,0.0005208333345644081,0.0005208333348072573,0.9901041666378156,0.0005208333378770508,0.0005208333345690467,0.0005208333337987189,0.0005208333344594728,0.0005208333347837709,0.0005208333333333575
0.008333333340952435,0.2715262606366839,0.008333333355797808,0.008333333337325924,0.008333333342921925,0.008333333361508927,0.008333333333333687,0.008333333333333687,0.008333333466243426,0.008333333358401014,0.5784737388790924,0.008333333333333687,0.008333333372300345,0.008333333352360127,0.008333333398722793,0.008333333349801188,0.008333333407028918,0.00833333333989446,0.008333333367629701,0.008333333333333687
0.04316903963091864,0.0017241379589722026,0.0017241379434466018,0.0017241379918640511,0.0017241379737192202,0.0017241379449498928,0.0017241379310360286,0.0017241379335478774,0.3739214997001481,0.0017241379321893738,0.13160715472876897,0.11643227250622146,0.0017241379320773037,0.0017241379477815426,0.0017241379310360282,0.0017241379310360282,0.27423194066491935,0.03650016154354986,0.0017241379427813492,0.0017241379310360284
0.0055555555697024,0.005555555758725527,0.0055555555774802826,0.005555555562598114,0.005555555719979221,0.005555555629632503,0.005555555555556156,0.005555555565358158,0.8944444437693164,0.00555555556399018,0.005555555656361736,0.005555555555556156,0.005555555558711543,0.005555555578932364,0.005555555582906595,0.005555555557466241,0.005555555559044311,0.005555555559469141,0.005555555563656617,0.005555555555556156
0.005000000002015822,0.00500000004202794,0.005000000066403442,0.005000000002249495,0.0050000000233909785,0.005000000035449073,0.005000000000000834,0.005000000023194974,0.005000000094991499,0.005000000027011356,0.9049999994658294,0.005000000017175661,0.005000000111691206,0.005000000018231259,0.005000000030519385,0.005000000015327966,0.005000000013117671,0.005000000003621919,0.005000000007749035,0.005000000000000834
0.0035714285925710215,0.003571428581877029,0.0035714286663985607,0.0035714285785628463,0.0035714286389375367,0.0035714286501771796,0.003571428571429758,0.003571428571429758,0.0035714286197220334,0.003571428582734944,0.0035714286109747757,0.0035714285853713727,0.003571428591955235,0.20879319632840845,0.48192746758018545,0.08589856404747116,0.003571428659391025,0.0035714285849226548,0.1662379143860493,0.0035714285714297574
0.002272727273283737,0.0022727272727283854,0.20377397937186117,0.0022727272958907615,0.0022727272868605258,0.0022727273113118175,0.002272727272728386,0.002272727279895015,0.4492252338954334,0.0022727273800077375,0.002272727278113261,0.0022727272762784463,0.0022727272840524044,0.0022727272992804975,0.3083644228147,0.002272727294378017,0.0022727272828738754,0.0022727272826710073,0.0022727272749232135,0.002272727272728386
0.002631578995253251,0.00263157895069768,0.00263157894999402,0.002631578948399222,0.002631578963140823,0.002631578952475723,0.0026315789473690633,0.002631578947369063,0.509438804078766,0.0026315789551247556,0.0026315789881410116,0.0026315789526001635,0.0026315790108155618,0.0026315789549579303,0.44319277465231316,0.002631578949161464,0.0026315789541499364,0.00263157895108971,0.002631578950812318,0.002631578947369063
0.00416666666805562,0.004166666673518183,0.004166666671681973,0.004166666667394556,0.004166666669610662,0.0041666666707993955,0.004166666666666825,0.004166666666666825,0.004166666680631233,0.004166666670220959,0.004166666739478689,0.00416666666902176,0.00416666666809636,0.0041666666698983,0.9208333331952716,0.004166666667741178,0.0041666666793557985,0.004166666669645442,0.00416666666957768,0.004166666666666825
0.00277777777874422,0.0027777778068263925,0.002777777867829476,0.0027777778147436787,0.002777777793311138,0.0027777778030675278,0.0702221444671156,0.002777777789292949,0.3951922282471022,0.00277777778728138,0.2128194857154293,0.0027777777903629855,0.002777777923113775,0.002777777802889855,0.277321696699782,0.0027777777799167084,0.0027777777796484434,0.002777777781368124,0.002777777794395201,0.002777777777779241
0.0031250000122174247,0.003125000032185616,0.21481156861387757,0.003125000077633473,0.003125000010019911,0.003125000004587822,0.0031250000000006876,0.003125000007814853,0.7289384308994854,0.0031250000314646535,0.0031250000268646548,0.0031250000007264486,0.0031250000189906105,0.0031250000327166577,0.003125000011442106,0.0031250000216327014,0.0031250000350544474,0.003125000016876127,0.003125000079700459,0.0031250000667085204
0.006250000000002423,0.006250000079250736,0.006250000002703939,0.006250000014662197,0.006250000116706785,0.14222959899031246,0.006250000000002424,0.006250000153873402,0.7452704001844953,0.006250000000002423,0.006250000044677728,0.006250000043619461,0.006250000019723407,0.006250000041465765,0.006250000039089544,0.006250000010706279,0.006250000199242908,0.006250000001669083,0.006250000057791437,0.006250000000002424
0.0007812500030007281,0.0007812500082127247,0.000781250014397988,0.018231574917222444,0.0007812500189178461,0.000781250016950833,0.0007812500000003234,0.0007812500025642737,0.8376825804574061,0.03641365627977805,0.000781250009237914,0.0007812500050971216,0.0007812500102856455,0.0007812500198806961,0.07863196482377396,0.017321473378761797,0.0007812500102077939,0.0007812500065718465,0.0007812500164064198,0.0007812500013255623
0.0031250000012288666,0.0031250000224294088,0.06747076517992444,0.003125000007980025,0.003125000026300347,0.0031250000215977776,0.0031250000000030147,0.0031250000028315806,0.5027629008976251,0.003125000006203421,0.0031250000591055197,0.0031250001077782687,0.0031250000157542145,0.09990838542464679,0.003125000008736033,0.0031250000079210477,0.2798579481970002,0.0031250000079998254,0.0031250000049310635,0.0031250000000030143
0.003846153852839773,0.003846153929482894,0.09517031138764483,0.0038461538521635825,0.0038461538849389925,0.0038461538958261096,0.003846153846154384,0.003846153867565936,0.8355989189030305,0.0038461538684102037,0.003846153872758951,0.003846153846154384,0.003846153853777045,0.003846153889571948,0.0038461539823089583,0.0038461538511841845,0.003846153857336267,0.003846153864006664,0.0038461538486898733,0.003846153846154384
0.0017241379310348611,0.0017241379549954852,0.0017241379400401349,0.001724137933597133,0.001724137951113939,0.001724137937470845,0.0017241379310348611,0.001724137931923739,0.5156802339643549,0.0017241379466827406,0.0017241379433486706,0.0017241379360623602,0.0017241379550155395,0.0017241379359433436,0.41800841527529714,0.001724137991118681,0.0017241379344676937,0.0017241379390396802,0.03700100573596373,0.0017241379314945709
0.008333333333334438,0.17500000006761435,0.008333333478100287,0.008333333333334438,0.00833333343141017,0.008333333379792848,0.008333333333334438,0.008333333333334438,0.008333333481933871,0.008333333613427989,0.008333333492202635,0.272171203139206,0.00833333337379064,0.008333333333334442,0.008333333333334438,0.00833333335363185,0.41116212915422046,0.008333333333334438,0.008333333367993558,0.008333333333334438
0.0013157894803123764,0.0013157894810552945,0.001315789513346876,0.0013157894882700398,0.12443410107152719,0.1377922245331329,0.0013157894736852414,0.0013157894945995574,0.6682909210404537,0.04843012160005301,0.0013157894817323907,0.0013157894763733582,0.0013157894823702027,0.0013157894921009185,0.0013157894772098389,0.0013157894961688594,0.00131578947663856,0.001315789490828588,0.0013157894764558586,0.0013157894736852411
0.00294117647984848,0.12106607698046173,0.0029411766201266143,0.0029411765527346,0.0029411767471062143,0.002941176473802369,0.5905116000047351,0.0029411764705886373,0.0029411767847681287,0.2384223216073208,0.0029411766395775257,0.002941176494770495,0.0029411764909471794,0.002941176705041985,0.0029411765009002147,0.0029411764735587003,0.00294117649134992,0.0029411764951716526,0.0029411765166009285,0.0029411764705886373
0.0017857142884827452,0.0017857143125431056,0.001785714299687622,0.0017857142916489449,0.0017857143037270581,0.001785714297737245,0.001785714285715867,0.0017857143061606017,0.7102485494402487,0.0017857142914009126,0.1281416430028281,0.0017857142923339933,0.0017857142937447296,0.0017857143012783116,0.09304723908259496,0.001785714285974669,0.03999113975620941,0.0017857142892463423,0.001785714292067964,0.0017857142863686142
0.002173913045468125,0.002173913086615236,0.0021739130774619466,0.0021739130452464485,0.0021739130757455595,0.0021739130579098175,0.0021739130434786855,0.0021739130457763475,0.6543313339781908,0.00217391305379897,0.3065382310622806,0.002173913049424369,0.0021739130486745427,0.0021739130492827107,0.002173913049957586,0.0021739130457686224,0.002173913050154436,0.0021739130455949818,0.0021739130447783073,0.0021739130443918534
0.002000000003163414,0.002000000003692333,0.0020000000039859626,0.00200000000093355,0.002000000000881336,0.0020000000468931352,0.0020000000000002832,0.0020000000000002832,0.002000000005369331,0.0020000000029897665,0.0020000000869884456,0.00200000000614792,0.002000000001647381,0.0020000000001044885,0.0020000000061701374,0.0020000000000621587,0.9619999998281982,0.0020000000020905595,0.0020000000001005836,0.0020000000005807273
0.003125000000000837,0.12803593939918753,0.003125000038298866,0.0031250000036458663,0.003125000000719973,0.0031250000012240237,0.0031250000000008376,0.003125000001285903,0.5216915730841201,0.07913402533769567,0.22113846200072734,0.0031250000008418645,0.003125000038965395,0.003125000003903055,0.0031250000107901034,0.0031250000300189116,0.003125000039058267,0.003125000005479293,0.0031250000019852255,0.0031250000020509715
0.007142857148191181,0.007142857164150834,0.007142857171614663,0.007142857153709286,0.007142857175925424,0.007142857155701808,0.007142857142859249,0.007142857142859248,0.8642857140008697,0.007142857156145486,0.007142857188297018,0.007142857142859248,0.007142857148374661,0.0071428571773796195,0.0071428571736014395,0.007142857160115078,0.007142857148323011,0.007142857149145352,0.007142857157018329,0.007142857142859248
0.003125000000990273,0.26100981770049875,0.0031250000824908676,0.0031250000115075876,0.0031250000665488356,0.0031250000435435166,0.0031250000000002227,0.0031250000060314875,0.5270020169024275,0.0031250000249176454,0.0031250000484437687,0.0031250000000002227,0.003125000015318578,0.003125000036354185,0.0031250000183461867,0.0031250000248216133,0.003125000010257776,0.15886316498553302,0.0031250000209461673,0.0031250000010217627
