,Brand,Model_Info,Additional_Description,Locality,City,State,locality_mean,locality_median,locality_sum,city_mean,city_median,city_sum,state_mean,state_median,state_sum,brand_mean,brand_median,brand_sum,statePrice_median,statePrice_mean,statePrice_sum,cityPrice_median,cityPrice_mean,cityPrice_sum,localityPrice_median,localityPrice_mean,localityPrice_sum,scPrice_median,scPrice_mean,scPrice_sum,text,Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,1, name0 aripod2 new seal pack, 1010023500 1010015600 101005400 phone urgent need,83,4,0,20250.0,18000.0,81000.0,23984.33073929961,16000.0,6163973.0,23984.33073929961,16000.0,6163973,27553.595887135343,20000,57614569,17500,25768.78111587983,6004126,17500.0,25768.78111587983,6004126.0,18000.0,20250.0,81000.0,16000.0,23984.33073929961,6163973.0, name0 aripod2 new seal pack  1010023500 1010015600 101005400 phone urgent need,63,50,79,11,6.583333333333333,3,0,4,1,0.003571428578409255,0.003571428571429732,0.0035714285775229155,0.0035714285752752994,0.003571428633969464,0.003571428623200618,0.0035714285743258046,0.38055858764980105,0.09901431412290439,0.0035714285741536883,0.0035714286134790134,0.15783789328957556,0.003571428571429732,0.0035714285894585286,0.003571428571614675,0.003571428610550584,0.0035714285723936743,0.003571428574359421,0.30544634753366084,0.003571428592485695
11,1, name58 watch, vivo 1010065200 664gb bill date 2442019 15000 accessories available exchange available credit card accepted,174,10,7,12000.0,12000.0,12000.0,27204.20555555556,20000.0,4896757.0,27324.167464114827,20000.0,5710751,27553.595887135343,20000,57614569,22500,30196.16393442623,5525898,23000.0,30428.412903225806,4716404.0,12000.0,12000.0,12000.0,20000.0,27204.20555555556,4896757.0, name58 watch  vivo 1010065200 664gb bill date 2442019 15000 accessories available exchange available credit card accepted,51,108,122,16,7.176470588235294,8,1,3,0,0.07001374095177997,0.06178150504984056,0.002941176539439164,0.0029411765760598654,0.0029411765246691052,0.0910840648629145,0.1539401661006976,0.0029411765336599324,0.4694104193031274,0.0029411765231700912,0.0029411764747980674,0.11259363249731963,0.0029411764923514675,0.00294117647464887,0.0029411764706021326,0.0029411764917480626,0.002941176536933457,0.002941176523714772,0.002941176601935572,0.0029411764705897653
12,1, brand name54 blackberry name1768 4 9900 name54 name62 pack phone, looks 1010035500 10100000 7 32gb 1010048300 101008100 instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,193,15,5,21067.76,19900.0,1053388.0,24596.055882352943,19600.0,8362659.0,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987,20000.0,25501.77215189873,8058560.0,20900.0,22833.066666666666,1027488.0,19600.0,24596.055882352943,8362659.0, brand name54 blackberry name1768 4 9900 name54 name62 pack phone  looks 1010035500 10100000 7 32gb 1010048300 101008100 instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,35,285,351,49,7.02,16,6,6,2,0.0006172839522065567,0.0006172839538920476,0.0006172839565140148,0.0006172839555515701,0.0006172839598784541,0.03990769727956778,0.8372788894655495,0.042410605719885454,0.0006172839687062524,0.0006172839507578475,0.0006172839547347476,0.0006172839522326924,0.0006172839514432349,0.0006172839547456836,0.0006172839514656835,0.0006172839520243796,0.0006172839548293264,0.0006172839521506862,0.07052626426138012,0.000617283952484063
13,1, 6 64gb iphone, 101009900 available box 1 year 1010037500 warranty,676,2,6,23660.0,19500.0,118300.0,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,19500.0,23660.0,118300.0,20000.0,26910.384375,8611323.0, 6 64gb iphone  101009900 available box 1 year 1010037500 warranty,51,51,66,10,6.0,4,0,1,0,0.21972185731460675,0.005000000000001485,0.005000000001109658,0.00500000009377913,0.005000000137338294,0.2701490490926363,0.0050000000198986505,0.005000000179144994,0.4251290925018321,0.005000000000001485,0.005000000141721613,0.005000000065438318,0.005000000000001485,0.005000000069414543,0.005000000000001522,0.005000000036668616,0.005000000047087414,0.00500000016118727,0.005000000085301762,0.005000000052828622
14,1, want sell iphone name414, iphone 7 128 gb storage 101008900 headphones 101008900 101006200 101008900 1010014000 missing although apple certified lighting cable available good condition issues whatsoever 2016 purchase,292,8,2,39750.0,36500.0,159000.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,36500.0,39750.0,159000.0,18000.0,25613.621212121205,6761996.0, want sell iphone name414  iphone 7 128 gb storage 101008900 headphones 101008900 101006200 101008900 1010014000 missing although apple certified lighting cable available good condition issues whatsoever 2016 purchase,46,191,217,28,7.482758620689655,10,4,3,1,0.0015625000593593001,0.0015625000006559723,0.0015625000159656054,0.0015625000048946338,0.0015625000000011862,0.11959201701125821,0.0015625000027332356,0.12130584081328565,0.062026265558700236,0.0015625000092929625,0.2750088941837954,0.12650026667589453,0.0015625000000011862,0.1392685830763766,0.0015625000052708414,0.0015625000000747775,0.1359856325604285,0.0015625000094610533,0.0015625000105164266,0.001562500002033725
15,0, name233 9 name1482 464 gb name2659 storage, complete 101006200 accessories 1010011300 slightly negotiable 3 1010024200 replacement 1010011400 6 months 1010094200 101008500 1010011400 models also available,361,0,1,11500.0,11500.0,11500.0,24890.8023715415,18500.0,6297373.0,24842.639215686275,18500.0,6334873,10374.011764705883,7500,881791,6600,6612.5,26450,6600.0,6612.5,26450.0,25123.454613095237,28247.645487529575,271017.6636904762,18500.0,24890.8023715415,6297373.0, name233 9 name1482 464 gb name2659 storage  complete 101006200 accessories 1010011300 slightly negotiable 3 1010024200 replacement 1010011400 6 months 1010094200 101008500 1010011400 models also available,53,161,205,25,7.884615384615385,6,0,5,3,0.0019230770371813195,0.0019230769230776385,0.001923076923260982,0.0019230769332458562,0.0019230769230776388,0.0019230769293971505,0.11379327352765874,0.21322630407951085,0.1685037626639486,0.1207968585936097,0.30874394297650826,0.001923076929289323,0.0019230769230776385,0.001923076944691052,0.0019230769263898324,0.0019230769467646809,0.048012781027335596,0.0019230769278295993,0.001923076929852261,0.00192307693429326
16,1, name0 7 name92 name42 32 gb name14, 101005000 105 brand new unused 1010035500 battery backup single sim,365,8,2,31666.33333333333,25000.0,94999.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,25000.0,31666.33333333333,94999.0,18000.0,25613.621212121205,6761996.0, name0 7 name92 name42 32 gb name14  101005000 105 brand new unused 1010035500 battery backup single sim,12,68,104,17,5.777777777777778,5,0,4,3,0.08624946808871051,0.0022727273075654406,0.002272727274293255,0.002272727273970256,0.002272727272729051,0.10612623579160416,0.0022727272761852105,0.002272727287683082,0.10375766314400056,0.0022727272727290507,0.5169728667759611,0.0022727272869966877,0.0022727272727290507,0.0022727273477358588,0.0022727272734108205,0.0022727272745668545,0.0022727272727290503,0.0022727272727290507,0.15280285695636137,0.002272727277309543
17,0, name615 name233 7x 4gb64gb, 101005100 phone,547,10,7,36071.38095238096,27500.0,757499.0,27204.20555555556,20000.0,4896757.0,27324.167464114827,20000.0,5710751,10374.011764705883,7500,881791,7500,8645.272727272728,95098,7500.0,8645.272727272728,95098.0,8999.0,8999.0,8999.0,20000.0,27204.20555555556,4896757.0, name615 name233 7x 4gb64gb  101005100 phone,63,16,44,6,6.285714285714286,1,0,1,1,0.6128813882027291,0.005555555555558598,0.0055555555555585985,0.005555555555558598,0.0055555555555585985,0.0055555555623708446,0.005555555563868808,0.005555555597523175,0.005555555569274328,0.00555555555555866,0.00555555570538757,0.005555555578204429,0.0055555555555585985,0.28711861124787585,0.00555555555622666,0.005555555758814204,0.0055555555719822925,0.005555555566141392,0.0055555556101266204,0.005555555576122962
18,2, name340 name983 4gb 64gb, 101008400 max 32gb excellent condition 2 year old bill charger,193,15,5,21067.76,19900.0,1053388.0,24596.055882352943,19600.0,8362659.0,27056.220588235294,19999.5,14718584,4408.428571428572,4200,462885,4150,4595.409090909091,101099,4450.0,4483.333333333333,53800.0,5500.0,5350.0,21400.0,19600.0,24596.055882352943,8362659.0, name340 name983 4gb 64gb  101008400 max 32gb excellent condition 2 year old bill charger,53,63,89,14,5.933333333333334,5,0,3,1,0.05614754476327569,0.002631578948515275,0.002631578947368989,0.0026315789510080144,0.0026315789549336403,0.08268153544698195,0.0026315789521742243,0.002631578958820301,0.2470395639408141,0.002631578947368989,0.4227167828836799,0.15194088871128802,0.002631578947368989,0.0026315789473999643,0.0026315789480685662,0.002631578948849142,0.0026315789505191724,0.002631578947368989,0.0026315789568271504,0.002631578947368989
19,1, name87 name0 7 32gb 14500 name42 name156 available even name33 pr, brand 101005400 phone 7 accessories proper 101006200 available price drop rates models available colors 10100000 6 16gb 12300 10100000 6 32gb 13000 10100000 6 64gb 13800 iphone 6s plus 64gb 20500 10100000 6s 64gb 16000 10100000 7 32gb 21000 10100000 7 128gb 23700 10100000 7 plus 128gb 35500 100 percent original product imported pieces 1010028300 new zealand etc new unused box packed accessories factory unlockedall indian sim working fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy,15,8,2,11667.0,15001.0,35001.0,25613.621212121205,18000.0,6761996.0,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397,20000.0,28035.884615384613,6560397.0,15001.0,11667.0,35001.0,18000.0,25613.621212121205,6761996.0, name87 name0 7 32gb 14500 name42 name156 available even name33 pr  brand 101005400 phone 7 accessories proper 101006200 available price drop rates models available colors 10100000 6 16gb 12300 10100000 6 32gb 13000 10100000 6 64gb 13800 iphone 6s plus 64gb 20500 10100000 6s 64gb 16000 10100000 7 32gb 21000 10100000 7 128gb 23700 10100000 7 plus 128gb 35500 100 percent original product imported pieces 1010028300 new zealand etc new unused box packed accessories factory unlockedall indian sim working fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy,48,543,610,94,6.421052631578948,26,5,15,3,0.00038461538618616664,0.0003846153848412616,0.010205715094667807,0.00038461538799366393,0.00038461538462963336,0.7243454919444495,0.009775908259435024,0.04581233947260108,0.11105299152425266,0.00038461538753511586,0.010556607232145432,0.00038461538648841076,0.00038461538625079626,0.029963473180224368,0.008385750533211663,0.00038461538587729126,0.015521028822220749,0.00038461538596436343,0.03053454007610697,0.0003846153849181092
20,1, name87 iphone 8 name92 64gb 15 year name243, next 16th bday father purchasing new mobile gift im selling mobile,501,10,7,75000.0,75000.0,75000.0,27204.20555555556,20000.0,4896757.0,27324.167464114827,20000.0,5710751,27553.595887135343,20000,57614569,22500,30196.16393442623,5525898,23000.0,30428.412903225806,4716404.0,75000.0,75000.0,75000.0,20000.0,27204.20555555556,4896757.0, name87 iphone 8 name92 64gb 15 year name243  next 16th bday father purchasing new mobile gift im selling mobile,15,67,112,19,5.6,7,1,4,3,0.00250000001897687,0.002500000013033925,0.002500000000001457,0.002500000005616048,0.002500000006357533,0.30186208613900156,0.002500000002552449,0.0025000000391679936,0.32393946153525893,0.002500000000001457,0.3316984520515824,0.0025000000801886054,0.002500000000001457,0.0025000000175257504,0.0025000000000014564,0.002500000001058537,0.0025000000052371853,0.0025000000120440264,0.0025000000694334556,0.002500000002959186
21,0, name233 play, 10100000 6s 16gb silver charger available 10100215000 condition dents scratches good battery backup never repaired original parts accessories exchange,174,10,7,12000.0,12000.0,12000.0,27204.20555555556,20000.0,4896757.0,27324.167464114827,20000.0,5710751,10374.011764705883,7500,881791,7500,8645.272727272728,95098,7500.0,8645.272727272728,95098.0,25123.454613095237,28247.645487529575,271017.6636904762,20000.0,27204.20555555556,4896757.0, name233 play  10100000 6s 16gb silver charger available 10100215000 condition dents scratches good battery backup never repaired original parts accessories exchange,52,151,165,21,7.5,11,1,4,1,0.001785714330136606,0.0017857142980674983,0.05949036031627815,0.001785714297197051,0.0017857142857673665,0.0017857143770231986,0.001785714290119659,0.0017857142982639596,0.5270400922957644,0.0017857142857165222,0.1558776086592439,0.05666651694382628,0.0017857142857165222,0.04399084611746393,0.0017857142860165749,0.001785714285716522,0.041354833822961005,0.0017857142917733252,0.09236545594601601,0.001785714286931417
22,1, iphone 7 plus best price, 10100000 7 32 gb black 10100244800 sale 1 month old less used genuine buyers contact need money urgently selling timepassers stay awaycontact 8six six 77 eight five 034,100,2,6,19999.0,19999.0,19999.0,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,19999.0,19999.0,19999.0,20000.0,26910.384375,8611323.0, iphone 7 plus best price  10100000 7 32 gb black 10100244800 sale 1 month old less used genuine buyers contact need money urgently selling timepassers stay awaycontact 8six six 77 eight five 034,34,169,195,33,5.735294117647059,9,5,6,1,0.0013513513660386453,0.001351351352824655,0.001351351357702705,0.0013513513513520414,0.001351351351492169,0.0013513513749884992,0.001351351353534924,0.19745211162316234,0.07298436737559313,0.12894580441316747,0.19947771357933203,0.33884243403427566,0.0013513513513520416,0.04337864998448644,0.001351351356870909,0.0013513513580516133,0.001351351354958971,0.0013513513513520414,0.0013513513527466832,0.001351351356716928
23,1, 10000 mha power name179 good condition new power bank, vivo 1010078600 pro 8gb 128gb brand new sealed pack one year warranty bill cards accepted best rate colours available details contact8o 565 26269,1134,2,6,26671.213257726922,23607.347739361703,273737.9175531915,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,25123.454613095237,28247.645487529575,271017.6636904762,20000.0,26910.384375,8611323.0, 10000 mha power name179 good condition new power bank  vivo 1010078600 pro 8gb 128gb brand new sealed pack one year warranty bill cards accepted best rate colours available details contact8o 565 26269,13,146,201,32,6.090909090909091,13,3,7,1,0.056674948741689615,0.0011363636369998435,0.08882377239665293,0.00113636365128293,0.29128496867796855,0.12362235696454364,0.0011363636458112667,0.17784775988465812,0.0011363636631108052,0.0011363636384467584,0.20889842493267533,0.0011363636695957166,0.001136363639850004,0.0011363636363813897,0.001136363636749031,0.0011363637035235637,0.001136363641716264,0.0011363636417003461,0.038075040955249495,0.0011363636413943895
24,1, sell iphone 6s 16gb rosegold, 101005400 condition 101006600,593,13,5,18656.714285714286,14999.0,130597.0,31211.45320197044,20000.0,6335925.0,27056.220588235294,19999.5,14718584,27553.595887135343,20000,57614569,20900,28424.82364729459,14183987,23500.0,33546.3021978022,6105427.0,14999.0,18656.714285714286,130597.0,20000.0,31211.45320197044,6335925.0, sell iphone 6s 16gb rosegold  101005400 condition 101006600,22,30,60,8,6.666666666666667,3,1,0,0,0.003571428661806888,0.0035714285764022534,0.00357142874580043,0.0035714285974041173,0.0035714285714318773,0.0035714286940431196,0.0035714285843856186,0.003571428620791173,0.15096543483602945,0.07385110394007119,0.0035714286821472395,0.1577450020027231,0.0035714285714318773,0.2520162257227309,0.0035714285744203136,0.003571428587763612,0.00357142866272654,0.07499999888948636,0.2404222339069721,0.0035714285714318773
25,1, phone 7 red colour, samsung 1010019500 1010025100 like 1010032600 101009200 note 8 note 10100106100 101009200 interested shop online contact us call whatsapp thanks…,477,0,1,26671.213257726922,23607.347739361703,273737.9175531915,24890.8023715415,18500.0,6297373.0,24842.639215686275,18500.0,6334873,27553.595887135343,20000,57614569,19500,25831.786008230454,6277124,19500.0,25890.55601659751,6239624.0,25123.454613095237,28247.645487529575,271017.6636904762,18500.0,24890.8023715415,6297373.0, phone 7 red colour  samsung 1010019500 1010025100 like 1010032600 101009200 note 8 note 10100106100 101009200 interested shop online contact us call whatsapp thanks…,48,146,166,23,6.916666666666667,8,2,3,0,0.0020833333671687725,0.0020833333477384597,0.002083333413937405,0.002083333333334596,0.002083333333334596,0.002083333365267444,0.0020833333542369134,0.5052605758560749,0.002083333382350436,0.1723000275571654,0.18649509535458766,0.002083333345105282,0.002083333333334596,0.0020833333490262403,0.04227605443087064,0.062418246487937395,0.0020833333469071277,0.0020833333420426344,0.0020833333640289144,0.0020833333355505658
26,1, name87 name0 6 32gb neat condition, good condition,1130,2,6,15499.75,15999.5,61999.0,26910.384375,20000.0,8611323.0,26910.384375,20000.0,8611323,27553.595887135343,20000,57614569,22000,28592.630508474576,8434826,22000.0,28592.630508474576,8434826.0,15999.5,15499.75,61999.0,20000.0,26910.384375,8611323.0, name87 name0 6 32gb neat condition  good condition,28,15,51,8,5.666666666666667,2,0,3,1,0.0038461538642652797,0.0038461538499694717,0.0038461538497425525,0.003846153894186825,0.0038461538461542176,0.0038461538826441246,0.0038461538663932325,0.003846153890989625,0.380845835282361,0.0038461538461542167,0.5499233951141861,0.0038461538697693058,0.003846153923005339,0.003846153850039194,0.0038461538484467106,0.003846153846154279,0.0038461538631072876,0.0038461538461542167,0.0038461539131543,0.003846153853122712
