,Brand,Model_Info,Additional_Description,Locality,City,State,Price,state_mean,state_median,state_sum,brand_mean,brand_median,brand_sum,statePrice_median,statePrice_mean,statePrice_sum,text,Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,1, name0 x 256gb silver colour, 101004800 f 3 ram 4gb rom 64 dual front selfie camera 16 1010021200 rear camera expert mode 16 8 dual front camera,946,8,2,54000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 x 256gb silver colour  101004800 f 3 ram 4gb rom 64 dual front selfie camera 16 1010021200 rear camera expert mode 16 8 dual front camera,28,115,144,27,5.142857142857143,10,2,4,1,0.5620769983660037,0.0016129032329049995,0.0016129032309132327,0.0016129032277533491,0.0016129032290065166,0.0016129032500777187,0.0016129032260580663,0.0016129032284309733,0.0016129032590916728,0.0016129032258069423,0.22614833762512374,0.0016129032258069423,0.0016129032258069423,0.001612903241406368,0.0016129032258069423,0.001612903226860249,0.18435530907468425,0.001612903226234828,0.0016129032258069423,0.0016129032264157613
11,1, name0 xs name119 name1 64gb, 101008700 10100000 7 32gb 14500 101004200 1010015600 available even 101003300 problem condition good accessories available 1010011400 1010011400 non negotiable 101007400 used mobiles available bulk also contact us 10100180700 payment mode accept types 10100161600 1010095300 10100102200 call 10100161800 11 8 pm devices available valid gst bill negotiations please loststolen guarantee 1010083100 – 10100181700 10100181800 plot 4 5 kh 5913 10100181900 10100182000 10100182100 10100182200 10100182300 10100180900 near 10100180900 1010085300 1010091600 10100182400 468 10100182500,930,8,2,60000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 xs name119 name1 64gb  101008700 10100000 7 32gb 14500 101004200 1010015600 available even 101003300 problem condition good accessories available 1010011400 1010011400 non negotiable 101007400 used mobiles available bulk also contact us 10100180700 payment mode accept types 10100161600 1010095300 10100102200 call 10100161800 11 8 pm devices available valid gst bill negotiations please loststolen guarantee 1010083100 – 10100181700 10100181800 plot 4 5 kh 5913 10100181900 10100182000 10100182100 10100182200 10100182300 10100180900 near 10100180900 1010085300 1010091600 10100182400 468 10100182500,28,579,608,76,7.896103896103896,21,2,10,3,0.0007692307920646087,0.0007692307875066757,0.0007692307735059206,0.0007692308034845563,0.13691968019647427,0.0007692307874457019,0.06442146734340423,0.47905161432471194,0.15564792969320546,0.000769230771388872,0.05121427905855127,0.0007692307694464842,0.0007692307698845286,0.000769230779349414,0.0007692307806479944,0.0007692307709370534,0.0007692307703600032,0.10197579846057239,0.0007692307692311682,0.0007692307978274797
12,1, name0 7 32gb untouch condition, acc h 11month h like new condition 1010024800 black 128 bill,943,8,2,17500,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 32gb untouch condition  acc h 11month h like new condition 1010024800 black 128 bill,31,61,93,16,5.470588235294118,5,1,3,1,0.003125000007642146,0.0031250000161251834,0.0031250000012687292,0.003125000000002055,0.003125000042385957,0.003125000010980175,0.0031250000003040608,0.003125000004529548,0.9406249993348198,0.003125000309215788,0.0031250000909988068,0.003125000017105935,0.0031250000000020554,0.0031250000153757547,0.003125000028556618,0.0031250000879493155,0.003125000005111101,0.0031250000066284974,0.003125000000002055,0.0031250000209962657
13,1, closing name269 name0 models name61 name102 delivery, 6gb ram 128gb rom 3 month old single problem accessories available 101001100 855 processor hdr 10 display 10100198100 refresh rate stereo speakers dolby atmos ultrasonic fingerprint sensor,251,8,2,17999,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, closing name269 name0 models name61 name102 delivery  6gb ram 128gb rom 3 month old single problem accessories available 101001100 855 processor hdr 10 display 10100198100 refresh rate stereo speakers dolby atmos ultrasonic fingerprint sensor,53,189,243,34,6.942857142857143,15,3,9,0,0.10351741886127479,0.0013157894806963709,0.10115195543194272,0.0013157894814848216,0.0013157894895444151,0.35763576221831783,0.001315789481875007,0.0013157894944702039,0.27109737794915606,0.001315789474234052,0.0013157894904912044,0.0013157894736848545,0.0013157894736848547,0.0013157894803761529,0.0013157895016295774,0.0013157894740098302,0.14686064331604068,0.0013157894758519318,0.0013157894736848545,0.0013157894775500372
14,1, name0 x 64gb silver dent sractches front n back, 1010011600 plus 128gb white color 1010012400 1010054600 brand new conditio 5 month old 7 month warranty available,654,8,2,41500,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 x 64gb silver dent sractches front n back  1010011600 plus 128gb white color 1010012400 1010054600 brand new conditio 5 month old 7 month warranty available,48,114,163,26,6.037037037037037,8,1,6,2,0.036409881429185297,0.0016666666794202102,0.0016666666845379756,0.001666666679265866,0.0016666667255370881,0.0016666667002328598,0.0016666666804425272,0.0016666666854511824,0.001666666711659209,0.0016666667343788162,0.8400012746693223,0.0016666666707366386,0.0016666666666671744,0.001666666721815032,0.0016666667348571203,0.09525551014136938,0.0016666666697511146,0.001666666674147569,0.0016666666666671744,0.001666666674555539
15,1, name0 xs 64gb 8 months old, discount discount discount limited period 101008700 10100000 6s 64 gb box packed new prices 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16700 10100000 7 32gb 22300 10100000 7 128gb 24500 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy whatsapp 9910350507,621,8,2,70000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 xs 64gb 8 months old  discount discount discount limited period 101008700 10100000 6s 64 gb box packed new prices 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16700 10100000 7 32gb 22300 10100000 7 128gb 24500 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy whatsapp 9910350507,27,564,592,92,6.365591397849462,26,10,12,1,0.0003448275867991079,0.0003448275910117746,0.0003448275868912739,0.000344827586885567,0.00034482760303938494,0.00034482758929456803,0.00034482758662161426,0.0003448275894620541,0.0003448275952305741,0.0003448275863862167,0.04859320894141556,0.0003448275867996428,0.0003448275865219791,0.9451998944598287,0.00034482758678047786,0.0003448275887931366,0.0003448275875567295,0.00034482758659658784,0.00034482758715585044,0.00034482758692919646
16,1, name0 7 32 gb brand new phone 10 days old, ram6gb internal128gb 2 month old billboxchargerearphone 1 back cover scratche bilkul new h 101005500 problem h,609,8,2,22000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 32 gb brand new phone 10 days old  ram6gb internal128gb 2 month old billboxchargerearphone 1 back cover scratche bilkul new h 101005500 problem h,42,111,154,26,5.703703703703703,12,1,5,2,0.0018518518565899713,0.0018518518525605769,0.0018518518578533323,0.001851851860516301,0.001851851853179888,0.001851851858042038,0.0018518518519568619,0.001851851862026773,0.0018518519120111823,0.0018518518518521906,0.7833061362014087,0.001851851860905827,0.0018518518518521906,0.0018518518539949046,0.001851851855787762,0.18336053033393013,0.0018518518569048503,0.0018518518568840193,0.0018518518518521906,0.0018518518598903667
17,1, name0 7 plus black colour one year old, 10100000 8 101009200 warranty 64 gb bill box accessories available mint condition scratch less phone,278,8,2,22000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 plus black colour one year old  10100000 8 101009200 warranty 64 gb bill box accessories available mint condition scratch less phone,39,101,141,23,5.875,10,0,5,1,0.0013513513543144146,0.0013513513606545563,0.0013513513621042535,0.0013513513523175475,0.09335341397330772,0.0013513513590577948,0.0013513513547224218,0.001351351361031877,0.8823222615908949,0.0013513513528005327,0.001351351369019717,0.0013513513560728407,0.0013513513515510166,0.001351351370562766,0.0013513513629843943,0.001351351352551388,0.0013513513547604686,0.0013513513538846646,0.0013513513513515687,0.0013513513560551897
18,1, name0 4s brand new, 1010027200 mobile small crack tuch,43,8,2,3500,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 4s brand new  1010027200 mobile small crack tuch,19,35,55,9,5.5,2,0,4,1,0.004545454552914576,0.004545454551432207,0.004545454547128427,0.004545454545459148,0.00454545455219687,0.004545454561707168,0.004545454546341728,0.004545454867898665,0.6513402889588132,0.004545454545459148,0.004545454564565423,0.004545454669486009,0.004545454545459148,0.0045454546140423,0.004545454558045738,0.26684152858686694,0.004545454545947179,0.004545454586584136,0.004545454545459148,0.004545454554192696
19,1, name0 7 32 gb, 10100000 5 black excellent conditionapple 1010037000 processor 1gb ram 16gb internal storage1440 mah battery 8mp rear 12mp selfiecameras4 inches 1016 cm inchscreensingle sim nanosimsim ios 6 os,720,8,2,16000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 32 gb  10100000 5 black excellent conditionapple 1010037000 processor 1gb ram 16gb internal storage1440 mah battery 8mp rear 12mp selfiecameras4 inches 1016 cm inchscreensingle sim nanosimsim ios 6 os,14,194,209,31,6.53125,14,0,5,1,0.06691491598294604,0.001666666682321931,0.0016666666866717837,0.001666666666667705,0.0016666667330979912,0.0016666666730559044,0.0016666666694995793,0.0016666666684944534,0.08409051483752192,0.001666666666667705,0.1901543114613599,0.0016666666666677052,0.0016666666666677052,0.0016666667504738654,0.0016666666681416063,0.0016666666677907958,0.6321735908299043,0.0016666666671239388,0.0016666666673609012,0.0016666666875642811
20,1, name0 xr name42 64gb name114, 10100000 7 32 gb charger box,970,8,2,40000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 xr name42 64gb name114  10100000 7 32 gb charger box,29,29,59,11,4.916666666666667,5,0,2,0,0.0029411764801103787,0.002941176481053022,0.0029411764817002892,0.0029411764705888632,0.002941176551472722,0.0029411764803367784,0.0029411764708299295,0.002941176478566992,0.14031129328653283,0.0029411764705888632,0.8067475300275472,0.002941176472788227,0.002941176472791207,0.002941176512950483,0.0029411764717022382,0.002941176471599985,0.0029411764782245834,0.0029411764960150903,0.0029411764705888632,0.0029411764740115837
21,1, october sale iphone 7 128gb boxed brand new name283 imported, heavy discounts 101008700 products 1 year seller warranty speacial best prices new imported iphones whole gurgaon totally factory unlocked new prices 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16700 10100000 7 32gb 22300 10100000 7 128gb 24500 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507 call timings 12pm7pm iphone models colors available 1 year warranty7 6 1010023400 1010055400,1049,8,2,23900,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, october sale iphone 7 128gb boxed brand new name283 imported  heavy discounts 101008700 products 1 year seller warranty speacial best prices new imported iphones whole gurgaon totally factory unlocked new prices 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16700 10100000 7 32gb 22300 10100000 7 128gb 24500 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507 call timings 12pm7pm iphone models colors available 1 year warranty7 6 1010023400 1010055400,61,720,782,117,6.627118644067797,38,10,19,4,0.00030864197597662126,0.0003086419773734378,0.0003086419893603106,0.00030864197592762773,0.05774460328664097,0.017115639141435168,0.000308641976353471,0.0003086419880212961,0.00030864197777884375,0.00030864197546616787,0.05961828375086722,0.00030864197607978385,0.000308641975553712,0.83326486116327,0.00030864198146320684,0.027626982983395443,0.0003086419763639691,0.0003086419761077463,0.0003086419755200222,0.00030864197704501
22,1, name0 7 plus 12 years old accessories, mast hai good phone hai 2017 models hai jo lena chahta hai lelo,411,8,2,35000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 plus 12 years old accessories  mast hai good phone hai 2017 models hai jo lena chahta hai lelo,38,64,103,20,4.904761904761905,9,2,4,1,0.0025000000275490902,0.002500000008093576,0.05403663206364627,0.002500000000001035,0.0025000000176473216,0.002500000008224691,0.0025000000019160685,0.0025000000239295793,0.44142469949042146,0.002500000000734035,0.0025000000360476306,0.002500000000001035,0.0025000000000010352,0.002500000008241745,0.002500000000001035,0.0025000000015671484,0.002500000050026251,0.00250000001153852,0.002500000000001035,0.46203866825041157
23,1, iphone 6s rose gold 64 gb 15000, genuine buyer contact,926,8,2,15000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, iphone 6s rose gold 64 gb 15000  genuine buyer contact,32,22,55,10,5.0,5,1,1,0,0.002777777805966102,0.002777777780168963,0.00277777780529128,0.002777777777778842,0.0027777777930409987,0.002777777782048501,0.0027777777782095874,0.002777777900218871,0.002777777830053295,0.0027777778532121606,0.5514641911328082,0.002777777784796793,0.002777777777778842,0.39853580851685927,0.002777777778369256,0.002777777777778842,0.0027777777877369745,0.0027777777781132695,0.002777777777778842,0.0027777777819910175
24,1, name0 xs max 64gb 9 months old, urgent sell,292,8,2,69000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 xs max 64gb 9 months old  urgent sell,31,12,44,9,4.4,3,1,3,0,0.003333333345290142,0.0033333333356895044,0.003333333333548607,0.003333333333335401,0.003333333358187529,0.0033333333517696576,0.0033333333341138724,0.07971163935279757,0.003333333593120275,0.003333333333335401,0.7984465948691193,0.06517509876235357,0.0033333333333354013,0.0033333333510939082,0.003333333333335401,0.003333333334794381,0.0033333333335277436,0.0033333333357918908,0.003333333337274627,0.0033333333381857792
25,1, name87 name0 7 32 gb, 1010018500 6z 6z64gb5000 mah battery worlds first 1010096300 101001600 also giving additional 64gb sandisk memory card makes ots storage 128gb 3 months old perfect condition new like accessories two high quality curved tempered glasses one installed one new extra 2 cases earphones phone bought 28 10100173600 2019 invoice available perfect working condition dont even single scratch purely flawless condition,565,8,2,18500,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name87 name0 7 32 gb  1010018500 6z 6z64gb5000 mah battery worlds first 1010096300 101001600 also giving additional 64gb sandisk memory card makes ots storage 128gb 3 months old perfect condition new like accessories two high quality curved tempered glasses one installed one new extra 2 cases earphones phone bought 28 10100173600 2019 invoice available perfect working condition dont even single scratch purely flawless condition,21,410,432,64,6.6461538461538465,18,7,15,6,0.0007812500108255741,0.0007812500052016497,0.0007812500042583594,0.0007812500103754469,0.02307808361273426,0.0007812500117057004,0.0007812500007022044,0.1414216243282038,0.6746631039075974,0.0007812500021044064,0.000781250018392173,0.0007812500469320057,0.0007812500021274716,0.0007812500051923007,0.0007812500028764867,0.0007812500136161649,0.10585721089496135,0.0007812500039462954,0.04326122711506643,0.0007812500031804773
26,1, name526 pack name0 xr bill 1 year warranty, 10100000 7 128 gb jet black without scratch without anydentand headphoneboxchargermobile cover tempered glass side good condition,292,8,2,43000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name526 pack name0 xr bill 1 year warranty  10100000 7 128 gb jet black without scratch without anydentand headphoneboxchargermobile cover tempered glass side good condition,43,130,174,25,6.6923076923076925,14,1,4,0,0.0015151515167734087,0.0015151515225184944,0.0015151515198767811,0.0015151515151520128,0.05987877521859088,0.0015151515195256312,0.0015151515152719316,0.0015151515284068209,0.5193558367493772,0.0015151515157787877,0.001515151555575346,0.2900959642815882,0.0015151515151520128,0.0015151515470780092,0.0015151515194373683,0.06535150718955456,0.001515151521632185,0.042590643712322795,0.0015151515151520128,0.0015151515212356453
27,1, name0 7 32gb z black, 10100000 6s 32gb goodworking charge 16years old look like new condition 86battery,115,8,2,20000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name0 7 32gb z black  10100000 6s 32gb goodworking charge 16years old look like new condition 86battery,21,82,104,17,5.777777777777778,4,1,3,1,0.002380952392588387,0.0023809523886401747,0.00238095238422765,0.0023809523809530213,0.33867419227572026,0.002380952388262283,0.002380952382909666,0.002380952387161438,0.468749493106136,0.0023809523809530213,0.0023809523995786106,0.0023809524015777246,0.0023809523809530213,0.002380952405383814,0.0023809524126123037,0.0023809524791260366,0.15210012384377486,0.0023809524343052246,0.0023809523809530213,0.0023809523941835326
28,1, xs max 64 gb within warranty space grey, brand 101005400 condition less used 1010025600 phone 101008900 shape condition selling much use,936,8,2,70000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, xs max 64 gb within warranty space grey  brand 101005400 condition less used 1010025600 phone 101008900 shape condition selling much use,40,96,137,21,6.2272727272727275,10,2,4,0,0.0016666666691002412,0.0016666666706223704,0.0016666666697279558,0.0016666666695632376,0.0016666666763682698,0.0016666666699208623,0.0016666666676911468,0.001666666696886693,0.19352265723740664,0.0016666666666672548,0.2848362187423619,0.0654309904045452,0.0016666666666672548,0.001666666670756645,0.0016666666697743022,0.0016666666883349526,0.0016666666780297274,0.0016666667148432317,0.0016666666666672548,0.42954346680406486
29,1, name87 watch name251 4 name1799 name183 name41 swapped unused name54, selling space grey 10100000 6s 64gb capacity good mint condition works well good new serious buyers please haggling price comes original box ear pods charger that’s reduced price phone purchased 1010028300 comes 10100185900 10100186000 magnetic charger worth almost rs 1000 free,288,8,2,30200,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, name87 watch name251 4 name1799 name183 name41 swapped unused name54  selling space grey 10100000 6s 64gb capacity good mint condition works well good new serious buyers please haggling price comes original box ear pods charger that’s reduced price phone purchased 1010028300 comes 10100185900 10100186000 magnetic charger worth almost rs 1000 free,69,279,349,51,6.711538461538462,16,11,13,4,0.000943396242464484,0.0009433962283346316,0.0009433962293545912,0.0009433962398019266,0.055399075180386774,0.1950054038201782,0.0009433962608190201,0.0009433962477309106,0.6429396996597287,0.0009433962400541575,0.0009433962362556653,0.000943396239152358,0.0009433962265446827,0.0009433962549513844,0.0009433962289736366,0.0009433962371123658,0.0009433962334185274,0.0009433962476530083,0.0009433962276467116,0.09156148151943831
30,1, iphone 7 plus good condition available sale, 10100183100 sale acha phone hai koi problem nhi hai screen broke hai phone ok condition hai 101006100 box chargear bhi hai contract,1093,8,2,27000,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, iphone 7 plus good condition available sale  10100183100 sale acha phone hai koi problem nhi hai screen broke hai phone ok condition hai 101006100 box chargear bhi hai contract,44,132,177,29,5.9,19,2,4,0,0.0016666666773643057,0.0016666666803538304,0.001666666692335746,0.0016666666703973553,0.001666666694494395,0.0016666666700130399,0.0016666666707745189,0.0016666667179102987,0.5625747008856049,0.001666666667646846,0.0016666666828341315,0.0016666666683326783,0.001666666667150053,0.0016666666799896996,0.0016666666676906907,0.0016666666666672462,0.0016666666874938368,0.001666666675104377,0.0016666666666672462,0.4074252989111748
31,1, buy phone 678 gold red black color available 128gb, 10100000 1010041400 max 64 gb 10 months old 10100108900 purchased,84,8,2,16999,25613.621212121205,18000.0,6761996,27553.595887135343,20000,57614569,20000,28035.884615384613,6560397, buy phone 678 gold red black color available 128gb  10100000 1010041400 max 64 gb 10 months old 10100108900 purchased,51,66,118,19,5.9,6,2,4,0,0.0019230769246138348,0.0019230769396564398,0.0019230769581402335,0.0019230769346634045,0.0019230770134757165,0.0019230769619429185,0.0019230769286071104,0.0019230769605777759,0.7460312743273334,0.0019230769230776342,0.2193533407243673,0.0019230769230776342,0.0019230769230776342,0.001923076992446062,0.0019230769282470987,0.0019230769230776342,0.0019230769300704908,0.0019230769284218404,0.0019230769283073133,0.001923076926818584
